index,N_object,Name,Algoritmos de clustering,samples,n_feats,k_real,k_GMM,distributions,compactness_factor,alpha_n,outliers,add_noise,level_0,index,silluette,bh,rtl,sd,db,xb,ch,dnn,mr,pb,rt,wg,c,UW
79,79,edisonn79.xlsx,GMM,5000,2,21,2:40,gamma,0.3,5,500,0,79,79,0.9387386857962988,0.8988606467093926,0.9387386857962988,0.8554743983095844,0.6257519041320619,0.9387386857962988,0.8966233496376976,0.5838430285085175,0.9387386857962988,0.9387386857962988,0.6558151086441452,0.6558151086441452,0.9463104529764917,0.3389936198691431
80,80,edisonn80.xlsx,GMM,5000,2,22,2:40,gamma,0.1,1,500,0,80,80,0.9483817406119175,0.7217261148332361,0.9374081526154039,0.8544698889683009,0.7217261148332361,0.9374081526154039,0.9374081526154039,0.9378995540501632,0.9374081526154039,0.9374081526154039,0.46474422374530844,0.9486500551044745,0.9374081526154039,0.3464792609775307
81,81,edisonn81.xlsx,GMM,5000,2,22,2:40,gamma,0.1,5,500,0,81,81,0.9602039682149931,0.7441363980296078,0.9573926421804614,0.9404793302660464,0.7441363980296078,0.9573926421804614,0.9573926421804614,0.9584036518346646,0.9573926421804614,0.9573926421804614,0.4823761268787122,0.9607152889290766,0.9573926421804614,0.3434732918257789
82,82,edisonn82.xlsx,GMM,5000,2,22,2:40,gamma,0.3,1,500,0,82,82,0.7243347793560405,0.6729656211435828,0.7164737389168365,0.6624752145189362,0.6729656211435828,0.7164737389168365,0.7164737389168365,0.718397926373918,0.7164737389168365,0.7164737389168365,0.45396920186411355,0.7259948710968624,0.7164737389168365,0.3443059969180089
83,83,edisonn83.xlsx,GMM,5000,2,22,2:40,gamma,0.3,5,500,0,83,83,0.9429119669650478,0.7427108632949427,0.9396926059466999,0.8917029316424584,0.7427108632949427,0.9396926059466999,0.9396926059466999,0.9412948148330453,0.9396926059466999,0.9396926059466999,0.47950300772503957,0.948178216650908,0.9396926059466999,0.3435104755765865
84,84,edisonn84.xlsx,GMM,5000,2,23,2:40,gamma,0.1,1,500,0,84,84,0.9537673809690711,0.7368656121961553,0.9503098375111447,0.8537113194323283,0.7368656121961553,0.9503098375111447,0.9503098375111447,0.9512012243808812,0.9503098375111447,0.9503098375111447,0.4679982939557533,0.9545895449534588,0.9503098375111447,0.3289600042775744
85,85,edisonn85.xlsx,GMM,5000,2,23,2:40,gamma,0.1,5,500,0,85,85,0.9620029793353269,0.7800247907035034,0.9600178711164766,0.9429647472036075,0.7800247907035034,0.9600178711164766,0.9600178711164766,0.961205064377886,0.9600178711164766,0.9600178711164766,0.47508114772893156,0.9625854413433543,0.9600178711164766,0.3222708848151674
86,86,edisonn86.xlsx,GMM,5000,2,23,2:40,gamma,0.3,1,500,0,86,86,0.7555794099597248,0.707109766766943,0.7485458370073677,0.6927806315271926,0.707109766766943,0.7485458370073677,0.7485458370073677,0.7474535682329367,0.7485458370073677,0.7485458370073677,0.46284231294381506,0.7582221501518395,0.7485458370073677,0.3241248552758461
87,87,edisonn87.xlsx,GMM,5000,2,23,2:40,gamma,0.3,5,500,0,87,87,0.9528776666231416,0.7555511801056961,0.9507595720939963,0.9002264141496722,0.7555511801056961,0.9507595720939963,0.9507595720939963,0.9516726737050633,0.9507595720939963,0.9507595720939963,0.47508114772893156,0.9543919947198664,0.9507595720939963,0.3424937377858905
88,88,edisonn88.xlsx,GMM,5000,2,24,2:40,gamma,0.1,1,500,0,88,88,0.9470792728782442,0.6795913948503868,0.9409390268870613,0.8598165256608085,0.6795913948503868,0.9409390268870613,0.9409390268870613,0.9429499134679661,0.9409390268870613,0.9409390268870613,0.47732189312618306,0.9483955686379264,0.9409390268870613,0.3311431534755446
89,89,edisonn89.xlsx,GMM,5000,2,24,2:40,gamma,0.1,5,500,0,89,89,0.9565268624110533,0.7262108591213047,0.9534487156470752,0.9425374277758908,0.7262108591213047,0.9534487156470752,0.9534487156470752,0.9550308043063256,0.9534487156470752,0.9534487156470752,0.4785024832465523,0.9575934826702159,0.9534487156470752,0.2344795152688782
90,90,edisonn90.xlsx,GMM,5000,2,24,2:40,gamma,0.3,1,500,0,90,90,0.7305924922348418,0.6538220541016758,0.7305924922348418,0.6703917735847013,0.6538220541016758,0.7305924922348418,0.6538220541016758,0.7528448941112156,0.7305924922348418,0.7305924922348418,0.31837491527237305,0.6538220541016758,0.73999525100318,0.3289394190077487
91,91,edisonn91.xlsx,GMM,5000,2,24,2:40,gamma,0.3,5,500,0,91,91,0.939594822347864,0.6589520081515892,0.939594822347864,0.8866013245875497,0.6589520081515892,0.939594822347864,0.6589520081515892,0.958359471415313,0.939594822347864,0.939594822347864,0.32056105026057496,0.6589520081515892,0.9515294510009134,0.3300174434265348
92,92,edisonn92.xlsx,GMM,5000,2,25,2:40,gamma,0.1,1,500,0,92,92,0.9402109994604341,0.6864727570197913,0.9402109994604341,0.8619176896412067,0.6864727570197913,0.9402109994604341,0.6864727570197913,0.9579807889282705,0.9402109994604341,0.9402109994604341,0.26923421834839034,0.6864727570197913,0.9517956467479134,0.2913257294201009
93,93,edisonn93.xlsx,GMM,5000,2,25,2:40,gamma,0.1,5,500,0,93,93,0.9606969714188087,0.7133474299236174,0.9606969714188087,0.9435159286100346,0.7133474299236174,0.9606969714188087,0.7133474299236174,0.9631137810542235,0.9606969714188087,0.9606969714188087,0.33109667151308214,0.7133474299236174,0.9609475418123997,0.3311067406262432
94,94,edisonn94.xlsx,GMM,5000,2,25,2:40,gamma,0.3,1,500,0,94,94,0.7339031908991906,0.6399702101721387,0.7339031908991906,0.6784252273047521,0.6399702101721387,0.7339031908991906,0.6399702101721387,0.7483863249188577,0.7339031908991906,0.7339031908991906,0.2656932756555708,0.6399702101721387,0.7413461530992608,0.4524200297172335
95,95,edisonn95.xlsx,GMM,5000,2,25,2:40,gamma,0.3,5,500,0,95,95,0.9361330059307231,0.7096713897316411,0.9361330059307231,0.8870163054544179,0.7096713897316411,0.9361330059307231,0.7096713897316411,0.9535513935806237,0.9361330059307231,0.9361330059307231,0.3311067406262433,0.7096713897316411,0.9399522717843244,0.4679537044650859
96,96,edisonn96.xlsx,GMM,5000,2,26,2:40,gamma,0.1,1,500,0,96,96,0.9480111917087851,0.673702461499946,0.9480111917087851,0.875655993810195,0.673702461499946,0.9480111917087851,0.673702461499946,0.9576924839102787,0.9480111917087851,0.9480111917087851,0.30081111476076244,0.673702461499946,0.9569860474117063,0.3017638187166047
97,97,edisonn97.xlsx,GMM,5000,2,26,2:40,gamma,0.1,5,500,0,97,97,0.9610006450012165,0.7078004796194175,0.9610006450012165,0.9429447898639106,0.7078004796194175,0.9610006450012165,0.7078004796194175,0.9649620992034673,0.9610006450012165,0.9610006450012165,0.33102649998315675,0.7078004796194175,0.9608595603364616,0.3310264999831572
98,98,edisonn98.xlsx,GMM,5000,2,26,2:40,gamma,0.3,1,500,0,98,98,0.7520121178546562,0.6373506585529787,0.7520121178546562,0.6910169818577266,0.6373506585529787,0.7520121178546562,0.6373506585529787,0.7733295048566848,0.7520121178546562,0.7520121178546562,0.28612769373807595,0.6373506585529787,0.7587670397312485,0.3365404494531771
99,99,edisonn99.xlsx,GMM,5000,2,26,2:40,gamma,0.3,5,500,0,99,99,0.941224489757454,0.6794060849299257,0.941224489757454,0.8940760335564881,0.6794060849299257,0.941224489757454,0.6794060849299257,0.9605228004121169,0.941224489757454,0.941224489757454,0.33102649998315675,0.6794060849299257,0.9514622647599573,0.3311078771159698
100,100,edisonn100.xlsx,GMM,5000,2,27,2:40,gamma,0.1,1,500,0,100,100,0.9565387165610739,0.8826740413726616,0.9530422052228182,0.8725941395921534,0.5458503357230219,0.327426808067346,0.9530422052228182,0.327426808067346,0.9530422052228182,0.9530422052228182,0.5458503357230219,0.9530422052228182,0.9530422052228182,0.3273379008267374
101,101,edisonn101.xlsx,GMM,5000,2,27,2:40,gamma,0.1,5,500,0,101,101,0.9557420612009303,0.9265832004384075,0.9596785482194246,0.9421480814953751,0.5539286904127719,0.27697314004250967,0.9596785482194246,0.27697314004250967,0.9596785482194246,0.9596785482194246,0.5539286904127719,0.9596785482194246,0.9596785482194246,0.2817871200152319
102,102,edisonn102.xlsx,GMM,5000,2,27,2:40,gamma,0.3,1,500,0,102,102,0.7988495788472164,0.8021071475853281,0.7858690321801501,0.7198466384511972,0.5279887430632844,0.323303849953544,0.7858690321801501,0.323303849953544,0.7858690321801501,0.7858690321801501,0.5279887430632844,0.7858690321801501,0.7858690321801501,0.3274454150058463
103,103,edisonn103.xlsx,GMM,5000,2,27,2:40,gamma,0.3,5,500,0,103,103,0.9334356287967696,0.9018257243660134,0.9357549185771642,0.887453220137068,0.545320066278014,0.27175166865552636,0.9357549185771642,0.27175166865552636,0.9357549185771642,0.9357549185771642,0.545320066278014,0.9357549185771642,0.9357549185771642,0.2737882569832037
104,104,edisonn104.xlsx,GMM,5000,2,28,2:40,gamma,0.1,1,500,0,104,104,0.9618508008397547,0.9072656028666999,0.9543354300438521,0.8698509206279424,0.539547888936772,0.31321406597920026,0.9543354300438521,0.31321406597920026,0.9543354300438521,0.9543354300438521,0.539547888936772,0.9543354300438521,0.9543354300438521,0.322438676259091
105,105,edisonn105.xlsx,GMM,5000,2,28,2:40,gamma,0.1,5,500,0,105,105,0.9573506464196964,0.9171012402984412,0.9603533309763332,0.9423124978661674,0.5119990840860571,0.28767232513907137,0.9603533309763332,0.28767232513907137,0.9603533309763332,0.9603533309763332,0.5119990840860571,0.9603533309763332,0.9603533309763332,0.2877508898693996
106,106,edisonn106.xlsx,GMM,5000,2,28,2:40,gamma,0.3,1,500,0,106,106,0.7870562346298879,0.8004830334200509,0.774658616659624,0.7125353407237837,0.5101705687702486,0.3133782263863982,0.774658616659624,0.3133782263863982,0.774658616659624,0.774658616659624,0.5101705687702486,0.774658616659624,0.774658616659624,0.3191731268485109
107,107,edisonn107.xlsx,GMM,5000,2,28,2:40,gamma,0.3,5,500,0,107,107,0.9452884749786613,0.8917105559745155,0.9357071810754938,0.8863852048821308,0.5119990840860571,0.27891555948372004,0.9357071810754938,0.27891555948372004,0.9357071810754938,0.9357071810754938,0.5119990840860571,0.9357071810754938,0.9357071810754938,0.2792122918240423
108,108,edisonn108.xlsx,GMM,5000,2,29,2:40,gamma,0.1,1,500,0,108,108,0.96587985261756,0.8895643649978409,0.9477718009280311,0.8680096222137632,0.5427770464215077,0.3032869701033776,0.9477718009280311,0.3032869701033776,0.9477718009280311,0.9477718009280311,0.5427770464215077,0.9477718009280311,0.9477718009280311,0.3170749512452045
109,109,edisonn109.xlsx,GMM,5000,2,29,2:40,gamma,0.1,5,500,0,109,109,0.9650042530091372,0.8878436295029322,0.9581768793947889,0.9432701339130837,0.5362149521199352,0.32174747991645214,0.9581768793947889,0.32174747991645214,0.9581768793947889,0.9581768793947889,0.5362149521199352,0.9581768793947889,0.9581768793947889,0.3216665383129974
110,110,edisonn110.xlsx,GMM,5000,2,29,2:40,gamma,0.3,1,500,0,110,110,0.7977746472022567,0.7954196721284899,0.7758168619796882,0.7112731300709212,0.726733311713836,0.726733311713836,0.7954196721284899,0.6680087557650445,0.7758168619796882,0.7758168619796882,0.4424565501765083,0.7653912492517874,0.781194942114364,0.9081187899639676
111,111,edisonn111.xlsx,GMM,5000,2,29,2:40,gamma,0.3,5,500,0,111,111,0.9498189245394321,0.8967489846903713,0.9388383013141172,0.8878359205037643,0.7629612350798607,0.7629612350798607,0.8967489846903713,0.710889008374898,0.9388383013141172,0.9388383013141172,0.46005038336024,0.8271076025906332,0.940885142060216,0.3215890349416255
112,112,edisonn112.xlsx,GMM,5000,2,30,2:40,gamma,0.1,1,500,0,112,112,0.9580163314702259,0.8743617662657093,0.9384183293046364,0.8692514405023478,0.7583349962532845,0.7583349962532845,0.8743617662657093,0.702796467192564,0.9384183293046364,0.9384183293046364,0.43089231137209244,0.8247058678933591,0.9443477325487802,0.4555831982922745
113,113,edisonn113.xlsx,GMM,5000,2,30,2:40,gamma,0.1,5,500,0,113,113,0.9614983946069076,0.878044080500516,0.9570359954944366,0.9415634035833774,0.764360362658852,0.764360362658852,0.878044080500516,0.7380887681793394,0.9570359954944366,0.9570359954944366,0.4051524938372163,0.8274336768515416,0.958522567950819,0.3052576104794707
114,114,edisonn114.xlsx,GMM,5000,2,30,2:40,gamma,0.3,1,500,0,114,114,0.7914775685429578,0.764873748780356,0.7710939196058968,0.7095026374268235,0.7017166270635266,0.7017166270635266,0.764873748780356,0.6743347305451903,0.7710939196058968,0.7710939196058968,0.43567374359601,0.7471715887558649,0.7767754075576815,0.316166913507544
115,115,edisonn115.xlsx,GMM,5000,2,30,2:40,gamma,0.3,5,500,0,115,115,0.9467930413493889,0.8708567453605162,0.9470243285498496,0.8870097436031043,0.7698815743996593,0.7698815743996593,0.8708567453605162,0.7320340360715412,0.9470243285498496,0.9470243285498496,0.40515077813028516,0.8368598190760217,0.9492501446798619,0.3052272229997767
116,116,edisonn116.xlsx,GMM,5000,2,31,2:40,gamma,0.1,1,500,0,116,116,0.9656902116946879,0.9036894440360318,0.9544188218500216,0.888700505006541,0.7357202860275034,0.7357202860275034,0.9036894440360318,0.7126021665499832,0.9544188218500216,0.9544188218500216,0.4349693801472818,0.8090456919444348,0.9560262438269267,0.2977766806986965
117,117,edisonn117.xlsx,GMM,5000,2,31,2:40,gamma,0.1,5,500,0,117,117,0.9603771255190547,0.8859329560017283,0.9577848212176157,0.9417735843916964,0.7595776556524015,0.7595776556524015,0.8859329560017283,0.6962737039379023,0.9577848212176157,0.9577848212176157,0.41685724536599017,0.8135331885308456,0.9589164526040008,0.2811128094256132
118,118,edisonn118.xlsx,GMM,5000,2,31,2:40,gamma,0.3,1,500,0,118,118,0.810309589989008,0.7880680687386651,0.7908027641170711,0.7248927449052351,0.7141697548562492,0.7141697548562492,0.7880680687386651,0.6485189003034454,0.7908027641170711,0.7908027641170711,0.40923349120842273,0.7493280683710506,0.7973969397942056,0.4294622868965955
119,119,edisonn119.xlsx,GMM,5000,2,31,2:40,gamma,0.3,5,500,0,119,119,0.9608620542815971,0.8879670972257424,0.9500559169350908,0.9004567840208405,0.7369501985900494,0.7369501985900494,0.8879670972257424,0.7111810639033552,0.9500559169350908,0.9500559169350908,0.41575556049167345,0.8307491155466634,0.9518839286411771,0.5284398185338054
120,120,edisonn120.xlsx,GMM,5000,2,32,2:40,gamma,0.1,1,500,0,120,120,0.9595319457857309,0.9064140911332221,0.9557809914107596,0.868453096946968,0.4469603293213937,0.9557809914107596,0.9557809914107596,0.96226697665328,0.9557809914107596,0.9557809914107596,0.31430314290514527,0.9665571942711612,0.9557809914107596,0.3141343671828027
121,121,edisonn121.xlsx,GMM,5000,2,32,2:40,gamma,0.1,5,500,0,121,121,0.9513602343363996,0.9193157342484863,0.9557837163071589,0.9421944260219803,0.4324370528690337,0.9557837163071589,0.9557837163071589,0.9533075127415601,0.9557837163071589,0.9557837163071589,0.3001205652932277,0.9450497011794193,0.9557837163071589,0.2999289834105195
122,122,edisonn122.xlsx,GMM,5000,2,32,2:40,gamma,0.3,1,500,0,122,122,0.7902042023504772,0.8137933861508697,0.7878527754556502,0.7204049048565951,0.4303837144197602,0.7878527754556502,0.7878527754556502,0.7973618822722461,0.7878527754556502,0.7878527754556502,0.31073804558847834,0.8110842171129615,0.7878527754556502,0.3130834195589365
123,123,edisonn123.xlsx,GMM,5000,2,32,2:40,gamma,0.3,5,500,0,123,123,0.9547879552619518,0.9165017458717728,0.9540607067935272,0.9182431445253213,0.4324370528690337,0.9540607067935272,0.9540607067935272,0.9471919854888291,0.9540607067935272,0.9540607067935272,0.3001205652932277,0.9511243654705503,0.9540607067935272,0.2997432521710618
124,124,edisonn124.xlsx,GMM,5000,2,33,2:40,gamma,0.1,1,500,0,124,124,0.9524737483290926,0.8928129460539204,0.9492713804071549,0.8981138610934986,0.44302460463473486,0.9492713804071549,0.9492713804071549,0.9591213178830273,0.9492713804071549,0.9492713804071549,0.3199488768248906,0.9635303502680781,0.9492713804071549,0.3178518563328775
125,125,edisonn125.xlsx,GMM,5000,2,33,2:40,gamma,0.1,5,500,0,125,125,0.9625352584418634,0.9213091274768501,0.9610884278124181,0.9428832299182233,0.4241847334458349,0.9610884278124181,0.9610884278124181,0.9563363412647474,0.9610884278124181,0.9610884278124181,0.29408957725376716,0.9592689235760473,0.9610884278124181,0.2939964609779977
126,126,edisonn126.xlsx,GMM,5000,2,33,2:40,gamma,0.3,1,500,0,126,126,0.792774309826996,0.7860447546708768,0.790221415404442,0.7220088431404439,0.4303410745657847,0.790221415404442,0.790221415404442,0.8015247587203462,0.790221415404442,0.790221415404442,0.30673596629275185,0.8054540179624446,0.790221415404442,0.3109854686994504
127,127,edisonn127.xlsx,GMM,5000,2,33,2:40,gamma,0.3,5,500,0,127,127,0.9373028859194524,0.8902814232618054,0.9435348605851068,0.9050393260410753,0.42406913472661273,0.9435348605851068,0.9435348605851068,0.9399136781709774,0.9435348605851068,0.9435348605851068,0.29408957725376716,0.9431953643770913,0.9435348605851068,0.2937258221264602
128,128,edisonn128.xlsx,GMM,5000,2,34,2:40,gamma,0.1,1,500,0,128,128,0.9553231410098388,0.9079306408701749,0.9545118747204158,0.889338413453567,0.4288657332726885,0.9545118747204158,0.9545118747204158,0.9583290962444815,0.9545118747204158,0.9545118747204158,0.3085205109663902,0.9604659478952092,0.9545118747204158,0.3082851266022355
129,129,edisonn129.xlsx,GMM,5000,2,34,2:40,gamma,0.1,5,500,0,129,129,0.9542765008522311,0.9163198893539355,0.9535547338389102,0.9432315794690247,0.4056032957670566,0.9535547338389102,0.9535547338389102,0.9565893552936674,0.9535547338389102,0.9535547338389102,0.30122751208954873,0.9563235115319226,0.9535547338389102,0.3012030143177561
130,130,edisonn130.xlsx,GMM,5000,2,34,2:40,gamma,0.3,1,500,0,130,130,0.7970044534490277,0.818783510365923,0.7970044534490277,0.7237065529556447,0.7328868500936587,0.3934076967767642,0.8082561715820575,0.3934076967767642,0.7970044534490277,0.7970044534490277,0.3934076967767642,0.7328868500936587,0.8085594520414243,0.307686450635612
131,131,edisonn131.xlsx,GMM,5000,2,34,2:40,gamma,0.3,5,500,0,131,131,0.9466913061027955,0.9342568501166405,0.9466913061027955,0.8966936991030988,0.7776073641611498,0.39272483558950066,0.9130793234506356,0.39272483558950066,0.9466913061027955,0.9466913061027955,0.39272483558950066,0.7776073641611498,0.9489716999294986,0.3011957569635508
132,132,edisonn132.xlsx,GMM,5000,2,35,2:40,gamma,0.1,1,500,0,132,132,0.9542127193026063,0.9389964479547358,0.9542127193026063,0.8834312911750337,0.7636906037167729,0.43507939589116107,0.9117988435950776,0.43507939589116107,0.9542127193026063,0.9542127193026063,0.43507939589116107,0.7636906037167729,0.9601237133542517,0.2629349739345953
133,133,edisonn133.xlsx,GMM,5000,2,35,2:40,gamma,0.1,5,500,0,133,133,0.9574315531246714,0.9466305846110185,0.9574315531246714,0.9419564487209109,0.7895668480252822,0.39301928544507186,0.9308434007227321,0.39301928544507186,0.9574315531246714,0.9574315531246714,0.39301928544507186,0.7895668480252822,0.9532218301805515,0.2927378686451475
134,134,edisonn134.xlsx,GMM,5000,2,35,2:40,gamma,0.3,1,500,0,134,134,0.801139837232982,0.8172340528051051,0.801139837232982,0.7344275830067849,0.7474628130453856,0.3917185652958873,0.8212999187682569,0.3917185652958873,0.801139837232982,0.801139837232982,0.3917185652958873,0.7474628130453856,0.8087780045144957,0.3005795591334157
135,135,edisonn135.xlsx,GMM,5000,2,35,2:40,gamma,0.3,5,500,0,135,135,0.9424404178295097,0.9258315495379671,0.9424404178295097,0.9089523126454596,0.7723610143467224,0.4099369982007023,0.9242452889959707,0.4099369982007023,0.9424404178295097,0.9424404178295097,0.4099369982007023,0.7723610143467224,0.9468452377054173,0.2926131619814791
