index,N_object,Name,Algoritmos de clustering,samples,n_feats,k_real,k_GMM,distributions,compactness_factor,alpha_n,outliers,add_noise,level_0,index,silluette,bh,rtl,sd,db,xb,ch,dnn,mr,pb,rt,wg,c,UW
511,511,edisonn511.xlsx,GMM,5000,40,12,2:40,gamma,0.3,5,500,0,511,511,0.9571881045347951,0.9690088821264348,0.9486302438283141,0.95478747747856,0.22379762049875626,0.9670784374980342,0.9737397126022438,0.22379762049875626,0.9580813520357406,0.9476383452500797,0.22379762049875626,0.9670784374980342,0.22379762049875626,0.9504994889078272
512,512,edisonn512.xlsx,GMM,5000,40,13,2:40,gamma,0.1,1,500,0,512,512,0.9812880522009578,0.966219372573409,0.9540131322424752,0.960240009656053,0.20923759068738992,0.9729033645665481,0.9900365559711533,0.20923759068738992,0.9636911076591124,0.9530593312166529,0.20923759068738992,0.9729033645665481,0.20923759068738992,0.9781539075245264
513,513,edisonn513.xlsx,GMM,5000,40,13,2:40,gamma,0.1,5,500,0,513,513,0.9799665127904577,0.9585585666101634,0.9509465301233136,0.957492056025484,0.2185659439540763,0.9709273049466676,0.9629727696429043,0.2185659439540763,0.9608178206012382,0.9499246417891732,0.2185659439540763,0.9709273049466676,0.2185659439540763,0.976243624741418
514,514,edisonn514.xlsx,GMM,5000,40,13,2:40,gamma,0.3,1,500,0,514,514,0.981505169706395,0.9590698239072192,0.9161239740446956,0.9456934005967776,0.20923759068738992,0.9728390513222008,0.9670478830856081,0.20923759068738992,0.9634952284167141,0.9150622963839244,0.20923759068738992,0.9728390513222008,0.20923759068738992,0.978235408561818
515,515,edisonn515.xlsx,GMM,5000,40,13,2:40,gamma,0.3,5,500,0,515,515,0.9799665127904577,0.9585585666101634,0.9509465301233136,0.9574920560254839,0.2185659439540763,0.9709273049466676,0.9629727696429043,0.2185659439540763,0.9608178206012382,0.9499246417891732,0.2185659439540763,0.9709273049466676,0.2185659439540763,0.9710158728708675
516,516,edisonn516.xlsx,GMM,5000,40,14,2:40,gamma,0.1,1,500,0,516,516,0.9581339432434163,0.9556100837295501,0.9548584407148247,0.9615790203514168,0.20836472489243782,0.9638449760310299,0.9570179093254244,0.20836472489243782,0.965246330471827,0.9539557837329642,0.20836472489243782,0.9638449760310299,0.20836472489243782,0.97576328511223
517,517,edisonn517.xlsx,GMM,5000,40,14,2:40,gamma,0.1,5,500,0,517,517,0.9696982388136685,0.9557147945341372,0.9550794242931449,0.9616601641423321,0.20792119120360056,0.9764280402432318,0.9572745858311807,0.20792119120360056,0.9652884718464262,0.9541458271535265,0.20792119120360056,0.9764280402432318,0.20792119120360056,0.9812347098263484
518,518,edisonn518.xlsx,GMM,5000,40,14,2:40,gamma,0.3,1,500,0,518,518,0.9737290706875305,0.947279644799902,0.9256648320365708,0.9615308319326638,0.20836472489243782,0.9649281339240273,0.983177676517634,0.20836472489243782,0.965185666016575,0.9243990726392283,0.20836472489243782,0.9649281339240273,0.20836472489243782,0.97911001787829
519,519,edisonn519.xlsx,GMM,5000,40,14,2:40,gamma,0.3,5,500,0,519,519,0.9686937682562436,0.9525953366358821,0.9551522874506515,0.9616037368384902,0.20792119120360056,0.9764541514982309,0.9766702598068306,0.20792119120360056,0.9652385591786519,0.9540338480286878,0.20792119120360056,0.9764541514982309,0.20792119120360056,0.9754390241739688
520,520,edisonn520.xlsx,GMM,5000,40,15,2:40,gamma,0.1,1,500,0,520,520,0.9751611393312849,0.9850159233545803,0.9482087897931211,0.9575110426108455,0.9630092257545869,0.9509801332162467,0.9751611393312849,0.48855307332953635,0.9482087897931211,0.3144858088014517,0.9850159233545803,0.9850159233545803,0.9482087897931211,0.9651193459249408
521,521,edisonn521.xlsx,GMM,5000,40,15,2:40,gamma,0.1,5,500,0,521,521,0.9753265380794636,0.9572689448489875,0.9491064287458642,0.9580032133906436,0.958302790480758,0.9517700090681611,0.9753265380794636,0.48699465657364444,0.9491064287458642,0.3512135946522157,0.9572689448489875,0.9572689448489875,0.9491064287458642,0.9560522169857952
522,522,edisonn522.xlsx,GMM,5000,40,15,2:40,gamma,0.3,1,500,0,522,522,0.9618505688557218,0.9629041098238198,0.911229720636747,0.9444895367182375,0.9647933767031813,0.9142579925543597,0.9618505688557218,0.4604917660639635,0.911229720636747,0.21528982420889026,0.9629041098238198,0.9629041098238198,0.911229720636747,0.904154560916485
523,523,edisonn523.xlsx,GMM,5000,40,15,2:40,gamma,0.3,5,500,0,523,523,0.9753173485501281,0.9572834619549102,0.9494494323857764,0.9582362817499928,0.9200591428409352,0.9522292083230639,0.9753173485501281,0.47102011113843717,0.9494494323857764,0.3512135946522157,0.9572834619549102,0.9572834619549102,0.9494494323857764,0.975332424112681
524,524,edisonn524.xlsx,GMM,5000,40,16,2:40,gamma,0.1,1,500,0,524,524,0.9575114144976749,0.9739391455699304,0.9556773829902299,0.9645403328165604,0.9424431533295468,0.9582897467824013,0.9575114144976749,0.46995890186398076,0.9556773829902299,0.1952037554096876,0.9739391455699304,0.9739391455699304,0.9556773829902299,0.972043162603317
525,525,edisonn525.xlsx,GMM,5000,40,16,2:40,gamma,0.1,5,500,0,525,525,0.9827772174025319,0.9504477033308827,0.9555550708577549,0.9644553291477299,0.9491943386088845,0.9579577031344578,0.9827772174025319,0.5118982428683839,0.9555550708577549,0.19605525882388092,0.9504477033308827,0.9504477033308827,0.9555550708577549,0.962817757634416
526,526,edisonn526.xlsx,GMM,5000,40,16,2:40,gamma,0.3,1,500,0,526,526,0.9826433295848022,0.9705595470676516,0.9278051940271159,0.9529103823412773,0.9520546619208692,0.9465201873290319,0.9826433295848022,0.5106138143020568,0.9278051940271159,0.1952037554096876,0.9705595470676516,0.9705595470676516,0.9278051940271159,0.9999999999999998
527,527,edisonn527.xlsx,GMM,5000,40,16,2:40,gamma,0.3,5,500,0,527,527,0.9825648076914074,0.9513534237282854,0.9551782243107232,0.9641869734460465,0.9491943386088842,0.9580585430969065,0.9825648076914074,0.5118982428683839,0.9551782243107232,0.19605525882388092,0.9513534237282854,0.9513534237282854,0.9551782243107232,0.97814119628113
528,528,edisonn528.xlsx,GMM,5000,40,17,2:40,gamma,0.1,1,500,0,528,528,0.9766421184365186,0.9675969746020319,0.9565728111599184,0.9660046594234035,0.9326452227524764,0.959338443620967,0.9766421184365186,0.5008624100165657,0.9565728111599184,0.19462242980688021,0.9675969746020319,0.9675969746020319,0.9565728111599184,0.964636202561272
529,529,edisonn529.xlsx,GMM,5000,40,17,2:40,gamma,0.1,5,500,0,529,529,0.9884165945647986,0.9619293912423987,0.9543904848143099,0.9641515846259958,0.9455495944885864,0.9571621833882766,0.9884165945647986,0.47398891221352707,0.9543904848143099,0.20065856811957275,0.9619293912423987,0.9619293912423987,0.9543904848143099,0.9797357865620846
530,530,edisonn530.xlsx,GMM,5000,40,17,2:40,gamma,0.3,1,500,0,530,530,0.9781558508247974,0.9781558508247974,0.940739689072517,0.9417493797815325,0.19462242980688021,0.9602712480182247,0.19462242980688021,0.19462242980688021,0.940739689072517,0.6606567915150006,0.19462242980688021,0.9602712480182247,0.19462242980688021,1.0
531,531,edisonn531.xlsx,GMM,5000,40,17,2:40,gamma,0.3,5,500,0,531,531,0.9770310426350366,0.9770310426350366,0.9531505159402271,0.9541043612493899,0.20065856811957275,0.9583047877108098,0.20065856811957275,0.20065856811957275,0.9531505159402271,0.67803395211868,0.20065856811957275,0.9583047877108098,0.20065856811957275,0.9771343921766964
532,532,edisonn532.xlsx,GMM,5000,40,18,2:40,gamma,0.1,1,500,0,532,532,0.9816028279907857,0.9816028279907857,0.9544168859058654,0.955176448986274,0.19983101259434718,0.9596220638975048,0.19983101259434718,0.19983101259434718,0.9544168859058654,0.6331218610804676,0.19983101259434718,0.9596220638975048,0.19983101259434718,0.9815989907571376
533,533,edisonn533.xlsx,GMM,5000,40,18,2:40,gamma,0.1,5,500,0,533,533,0.961690748290863,0.961690748290863,0.9542486160517623,0.955450474188254,0.19956975464637877,0.9596944321005184,0.19956975464637877,0.19956975464637877,0.9542486160517623,0.7154473418651534,0.19956975464637877,0.9596944321005184,0.19956975464637877,0.9812678630218628
534,534,edisonn534.xlsx,GMM,5000,40,18,2:40,gamma,0.3,1,500,0,534,534,0.9816117688873381,0.9816117688873381,0.9538403583969858,0.9546566968165305,0.19983101259434718,0.9594181820822925,0.19983101259434718,0.19983101259434718,0.9538403583969858,0.6331218610804676,0.19983101259434718,0.9594181820822925,0.19983101259434718,0.9836595672321348
535,535,edisonn535.xlsx,GMM,5000,40,18,2:40,gamma,0.3,5,500,0,535,535,0.972331411928473,0.972331411928473,0.954089263196274,0.9552755043176316,0.19956975464637877,0.9599062428908288,0.19956975464637877,0.19956975464637877,0.954089263196274,0.7154473418651534,0.19956975464637877,0.9599062428908288,0.19956975464637877,0.9812678630218628
536,536,edisonn536.xlsx,GMM,5000,40,19,2:40,gamma,0.1,1,500,0,536,536,0.9741844148055724,0.9741844148055724,0.9552983565417232,0.9562626245166108,0.19771171072632004,0.9611457976816947,0.19771171072632004,0.19771171072632004,0.9552983565417232,0.6289262262551694,0.19771171072632004,0.9611457976816947,0.19771171072632004,0.9706712435386632
537,537,edisonn537.xlsx,GMM,5000,40,19,2:40,gamma,0.1,5,500,0,537,537,0.964187832475078,0.964187832475078,0.9562995441371885,0.9568671335485384,0.19567601067235812,0.9616498289139118,0.19567601067235812,0.19567601067235812,0.9562995441371885,0.6925239325093354,0.19567601067235812,0.9616498289139118,0.19567601067235812,0.9742506097040712
538,538,edisonn538.xlsx,GMM,5000,40,19,2:40,gamma,0.3,1,500,0,538,538,0.9767550518835961,0.9767550518835961,0.9553408655533423,0.9563835659679897,0.19771171072632004,0.96119618696338,0.19771171072632004,0.19771171072632004,0.9553408655533423,0.6935008914700144,0.19771171072632004,0.96119618696338,0.19771171072632004,0.1977117107263206
539,539,edisonn539.xlsx,GMM,5000,40,19,2:40,gamma,0.3,5,500,0,539,539,0.9760591377194318,0.9760591377194318,0.9562465322451493,0.9573483522054893,0.19567601067235812,0.9619301712700921,0.19567601067235812,0.19567601067235812,0.9562465322451493,0.6792653105593606,0.19567601067235812,0.9619301712700921,0.19567601067235812,0.9689445304401876
540,540,edisonn540.xlsx,GMM,5000,40,20,2:40,gamma,0.1,1,500,0,540,540,0.9741744077329522,0.9335582389844432,0.9541971885723737,0.9533915911858102,0.19252059829109702,0.9541971885723737,0.9741744077329522,0.19252059829109702,0.9541971885723737,0.7930587643590693,0.19252059829109702,0.9557153455554283,0.19252059829109702,0.9746081102358612
541,541,edisonn541.xlsx,GMM,5000,40,20,2:40,gamma,0.1,5,500,0,541,541,0.9739740774152802,0.9510546615164587,0.9543103572663053,0.9533596648916711,0.19308693101526303,0.9543103572663053,0.9739740774152802,0.19308693101526303,0.9543103572663053,0.7695891421717148,0.19308693101526303,0.9558718712930712,0.19308693101526303,0.9809173891322294
542,542,edisonn542.xlsx,GMM,5000,40,20,2:40,gamma,0.3,1,500,0,542,542,0.9700278866448481,0.9227402063626501,0.9542802123220254,0.946057724299671,0.19252059829109702,0.9542802123220254,0.9700278866448481,0.19252059829109702,0.9542802123220254,0.7910684615605843,0.19252059829109702,0.956254577388181,0.19252059829109702,0.9888403298251628
543,543,edisonn543.xlsx,GMM,5000,40,20,2:40,gamma,0.3,5,500,0,543,543,0.9739740774152802,0.9286105741193342,0.9538285777914591,0.9531882616784751,0.19308693101526303,0.9538285777914591,0.9739740774152802,0.19308693101526303,0.9538285777914591,0.7641128840259883,0.19308693101526303,0.9555803277192749,0.19308693101526303,0.9809173891322294
544,544,edisonn544.xlsx,GMM,5000,40,21,2:40,gamma,0.1,1,500,0,544,544,0.9665377268673992,0.9421036195423945,0.9545901476379784,0.9538323267522223,0.19365030677889256,0.9545901476379784,0.9665377268673992,0.19365030677889256,0.9545901476379784,0.7669535663823603,0.19365030677889256,0.9558502797509612,0.19365030677889256,0.9668485493250456
545,545,edisonn545.xlsx,GMM,5000,40,21,2:40,gamma,0.1,5,500,0,545,545,0.9656217209617142,0.940056232372944,0.954207035846716,0.9533429409954106,0.1936499579310943,0.954207035846716,0.9656217209617142,0.1936499579310943,0.954207035846716,0.7625978421576614,0.1936499579310943,0.95600097549479,0.1936499579310943,0.9710078292783348
546,546,edisonn546.xlsx,GMM,5000,40,21,2:40,gamma,0.3,1,500,0,546,546,0.9668445691188324,0.9452530833079507,0.950605483208674,0.949740386758541,0.19365030677889256,0.950605483208674,0.9668445691188324,0.19365030677889256,0.950605483208674,0.7854829008859568,0.19365030677889256,0.9563299526643337,0.19365030677889256,0.1936503067788935
547,547,edisonn547.xlsx,GMM,5000,40,21,2:40,gamma,0.3,5,500,0,547,547,0.9777188910449123,0.940056232372944,0.954291838635193,0.9535380898818395,0.1936499579310943,0.954291838635193,0.9777188910449123,0.1936499579310943,0.954291838635193,0.7797939358692979,0.1936499579310943,0.9559681416518124,0.1936499579310943,0.9835568744024714
548,548,edisonn548.xlsx,GMM,5000,40,22,2:40,gamma,0.1,1,500,0,548,548,0.9686406082436221,0.9266416152194328,0.9577166360882919,0.9569747728596686,0.18463661827987377,0.9577166360882919,0.9686406082436221,0.18463661827987377,0.9577166360882919,0.7380589243291388,0.18463661827987377,0.9595914495888407,0.18463661827987377,0.9685942347378064
549,549,edisonn549.xlsx,GMM,5000,40,22,2:40,gamma,0.1,5,500,0,549,549,0.969798715359192,0.9405497009856499,0.9555434702596076,0.9545555556413897,0.19276307120654543,0.9555434702596076,0.969798715359192,0.19276307120654543,0.9555434702596076,0.780032124091353,0.19276307120654543,0.9574950033809986,0.19276307120654543,0.9647819638536038
550,550,edisonn550.xlsx,GMM,5000,40,22,2:40,gamma,0.3,1,500,0,550,550,0.9560235101336086,0.96196186637677,0.9481798494775395,0.9458594410363521,0.18463661827987377,0.9481798494775395,0.18463661827987377,0.18463661827987377,0.9481798494775395,0.794829335482602,0.18463661827987377,0.9489153619527398,0.18463661827987377,0.1846366182798748
551,551,edisonn551.xlsx,GMM,5000,40,22,2:40,gamma,0.3,5,500,0,551,551,0.9688887995578274,0.969798715359192,0.9540576551222378,0.951322328210331,0.19276307120654543,0.9540576551222378,0.19276307120654543,0.19276307120654543,0.9540576551222378,0.8472653390629816,0.19276307120654543,0.9545555556413897,0.19276307120654543,0.9651118754563978
552,552,edisonn552.xlsx,GMM,5000,40,23,2:40,gamma,0.1,1,500,0,552,552,0.9729452474822678,0.96776202094384,0.9572674144402585,0.9550471328012241,0.18415513894353927,0.9572674144402585,0.18415513894353927,0.18415513894353927,0.9572674144402585,0.8184310876666453,0.18415513894353927,0.9580973150861984,0.18415513894353927,0.9722489479275308
553,553,edisonn553.xlsx,GMM,5000,40,23,2:40,gamma,0.1,5,500,0,553,553,0.9746025050277951,0.9628051274553192,0.9596677846645444,0.957783564688259,0.17649133649951135,0.9596677846645444,0.17649133649951135,0.17649133649951135,0.9596677846645444,0.8147666117702318,0.17649133649951135,0.9602441615561941,0.17649133649951135,0.9688657088437508
554,554,edisonn554.xlsx,GMM,5000,40,23,2:40,gamma,0.3,1,500,0,554,554,0.9728008124044625,0.9821551231489238,0.957202970825006,0.9550972801181421,0.18415513894353927,0.957202970825006,0.18415513894353927,0.18415513894353927,0.957202970825006,0.8241593883453513,0.18415513894353927,0.9581690646097604,0.18415513894353927,1.0
555,555,edisonn555.xlsx,GMM,5000,40,23,2:40,gamma,0.3,5,500,0,555,555,0.9694979771178778,0.9674388609061244,0.9598345537502443,0.9574823803510187,0.17649133649951135,0.9598345537502443,0.17649133649951135,0.17649133649951135,0.9598345537502443,0.7687525458820219,0.17649133649951135,0.9605633040559158,0.17649133649951135,0.9801515051673412
556,556,edisonn556.xlsx,GMM,5000,40,24,2:40,gamma,0.1,1,500,0,556,556,0.9776477024164367,0.9756461707777698,0.9615344255812469,0.9591602321378887,0.17224485760443292,0.9615344255812469,0.17224485760443292,0.17224485760443292,0.9615344255812469,0.7935738454959264,0.17224485760443292,0.9622666380881026,0.17224485760443292,0.9717483135028396
557,557,edisonn557.xlsx,GMM,5000,40,24,2:40,gamma,0.1,5,500,0,557,557,0.9677973397976145,0.9630527021972906,0.9574735875282556,0.954878652642786,0.18582172381384437,0.9574735875282556,0.18582172381384437,0.18582172381384437,0.9574735875282556,0.8049690861301775,0.18582172381384437,0.9582538700828884,0.18582172381384437,0.9664052200873609
558,558,edisonn558.xlsx,GMM,5000,40,24,2:40,gamma,0.3,1,500,0,558,558,0.9700328576876189,0.9756302135545427,0.9545796703242232,0.952224495461419,0.17224485760443292,0.9545796703242232,0.17224485760443292,0.17224485760443292,0.9545796703242232,0.8215885079251861,0.17224485760443292,0.9620646967671099,0.17224485760443292,0.1722448576044332
559,559,edisonn559.xlsx,GMM,5000,40,24,2:40,gamma,0.3,5,500,0,559,559,0.9749604202209853,0.9892777545037542,0.9570619717174677,0.9547735163906157,0.18582172381384437,0.9570619717174677,0.18582172381384437,0.18582172381384437,0.9570619717174677,0.8049690861301775,0.18582172381384437,0.957678872932052,0.18582172381384437,0.9827953888032244
560,560,edisonn560.xlsx,GMM,5000,40,25,2:40,gamma,0.1,1,500,0,560,560,0.9702775473082208,0.9609921816545963,0.9589294937233082,0.9575034124308885,0.9609921816545963,0.9609921816545963,0.17547746898763167,0.17547746898763167,0.9589294937233082,0.7109307200099351,0.9609921816545963,0.9609921816545963,0.17547746898763167,0.1754774689876325
561,561,edisonn561.xlsx,GMM,5000,40,25,2:40,gamma,0.1,5,500,0,561,561,0.9699997594177788,0.9918783161168855,0.9576031025227358,0.9561319380724034,0.9918783161168855,0.9918783161168855,0.17765197308081426,0.17765197308081426,0.9576031025227358,0.6909501497187694,0.9918783161168855,0.9918783161168855,0.17765197308081426,0.9682296200376714
562,562,edisonn562.xlsx,GMM,5000,40,25,2:40,gamma,0.3,1,500,0,562,562,0.9639752896075198,0.976018981189933,0.9591233675753076,0.9576656797256035,0.976018981189933,0.976018981189933,0.17547746898763167,0.17547746898763167,0.9591233675753076,0.6853327794488168,0.976018981189933,0.976018981189933,0.17547746898763167,0.1754774689876325
563,563,edisonn563.xlsx,GMM,5000,40,25,2:40,gamma,0.3,5,500,0,563,563,0.9699997594177788,0.9918783161168855,0.9576031025227358,0.9561319380724034,0.9918783161168855,0.9918783161168855,0.17765197308081426,0.17765197308081426,0.9576031025227358,0.6882212202842201,0.9918783161168855,0.9918783161168855,0.17765197308081426,0.9717100385974208
564,564,edisonn564.xlsx,GMM,5000,40,26,2:40,gamma,0.1,1,500,0,564,564,0.9722236696382486,0.9703487190902655,0.9591681637775854,0.9575629501880912,0.9703487190902655,0.9703487190902655,0.17456151616745036,0.17456151616745036,0.9591681637775854,0.685472770599289,0.9703487190902655,0.9703487190902655,0.17456151616745036,0.968958542201166
565,565,edisonn565.xlsx,GMM,5000,40,26,2:40,gamma,0.1,5,500,0,565,565,0.9716940709756888,0.9705793497736755,0.9584703453573588,0.9570820085953303,0.9705793497736755,0.9705793497736755,0.17689966412141134,0.17689966412141134,0.9584703453573588,0.6620337709768728,0.9705793497736755,0.9705793497736755,0.17689966412141134,0.9681316148992172
566,566,edisonn566.xlsx,GMM,5000,40,26,2:40,gamma,0.3,1,500,0,566,566,0.9721975959362338,0.9683295404282698,0.9597280634285422,0.9581968969687576,0.9683295404282698,0.9683295404282698,0.17456151616745036,0.17456151616745036,0.9597280634285422,0.6884176875734419,0.9683295404282698,0.9683295404282698,0.17456151616745036,0.1745615161674512
567,567,edisonn567.xlsx,GMM,5000,40,26,2:40,gamma,0.3,5,500,0,567,567,0.9720046940124406,0.96996820392584,0.9586871617209399,0.9574074791356078,0.96996820392584,0.96996820392584,0.17689966412141134,0.17689966412141134,0.9586871617209399,0.6730578085880479,0.96996820392584,0.96996820392584,0.17689966412141134,0.96983496283681
568,568,edisonn568.xlsx,GMM,5000,40,27,2:40,gamma,0.1,1,500,0,568,568,0.9735593397751412,0.9675751825968849,0.9586661711498288,0.9570055505797396,0.9675751825968849,0.9675751825968849,0.17794414371726006,0.17794414371726006,0.9586661711498288,0.6524276495984308,0.9675751825968849,0.9675751825968849,0.17794414371726006,0.9676600187175824
569,569,edisonn569.xlsx,GMM,5000,40,27,2:40,gamma,0.1,5,500,0,569,569,0.97700065039815,0.9714230850846577,0.9638500581579862,0.9624081363557745,0.9714230850846577,0.9714230850846577,0.16471749617440853,0.16471749617440853,0.9638500581579862,0.6607814307528692,0.9714230850846577,0.9714230850846577,0.16471749617440853,0.971296770177606
570,570,edisonn570.xlsx,GMM,5000,40,27,2:40,gamma,0.3,1,500,0,570,570,0.9761326665980112,0.9761326665980112,0.9569743615495689,0.9530970364299106,0.17794414371726006,0.9569743615495689,0.17794414371726006,0.17794414371726006,0.9585412676149467,0.8576752436853099,0.17794414371726006,0.9601765035328923,0.17794414371726006,0.1779441437172609
571,571,edisonn571.xlsx,GMM,5000,40,27,2:40,gamma,0.3,5,500,0,571,571,0.9793436351819016,0.9793436351819016,0.9621705797787938,0.9590522293684463,0.16471749617440853,0.9621705797787938,0.16471749617440853,0.16471749617440853,0.9637979981510988,0.8573683542728215,0.16471749617440853,0.9654535703233054,0.16471749617440853,0.1647174961744088
572,572,edisonn572.xlsx,GMM,5000,40,28,2:40,gamma,0.1,1,500,0,572,572,0.9666625333229125,0.9666625333229125,0.9619685759273078,0.9584636096963782,0.16499332063633285,0.9619685759273078,0.16499332063633285,0.16499332063633285,0.9638675658922173,0.8660917715579842,0.16499332063633285,0.9654703536557144,0.16499332063633285,0.9748685984144668
573,573,edisonn573.xlsx,GMM,5000,40,28,2:40,gamma,0.1,5,500,0,573,573,0.9743867489039361,0.9743867489039361,0.9593128696848547,0.9555968875849985,0.1726995954518447,0.9593128696848547,0.1726995954518447,0.1726995954518447,0.960874705602489,0.8579830017556878,0.1726995954518447,0.9626707664854431,0.1726995954518447,0.9691056881709326
574,574,edisonn574.xlsx,GMM,5000,40,28,2:40,gamma,0.3,1,500,0,574,574,0.9630089670961325,0.9630089670961325,0.9583263280566142,0.9539883385798581,0.16499332063633285,0.9583263280566142,0.16499332063633285,0.16499332063633285,0.9640180144017125,0.8589503522637948,0.16499332063633285,0.9656467406171736,0.16499332063633285,0.1649933206363337
575,575,edisonn575.xlsx,GMM,5000,40,28,2:40,gamma,0.3,5,500,0,575,575,0.9741913842307075,0.9741913842307075,0.9595270057877294,0.9556452425503178,0.1726995954518447,0.9595270057877294,0.1726995954518447,0.1726995954518447,0.9610367694442036,0.8560823642570556,0.1726995954518447,0.9627294952074111,0.1726995954518447,0.9691056881709326
576,576,edisonn576.xlsx,GMM,5000,40,29,2:40,gamma,0.1,1,500,0,576,576,0.9668932626054548,0.9668932626054548,0.958490962611843,0.9541031118691149,0.1773885393194974,0.958490962611843,0.1773885393194974,0.1773885393194974,0.9602146631774833,0.8589144863114875,0.1773885393194974,0.9620605479314525,0.1773885393194974,0.9676559032541376
577,577,edisonn577.xlsx,GMM,5000,40,29,2:40,gamma,0.1,5,500,0,577,577,0.9756211405019599,0.9756211405019599,0.9582182243946339,0.9542324969596662,0.17729849854124433,0.9582182243946339,0.17729849854124433,0.17729849854124433,0.9603086656673836,0.8590634178953042,0.17729849854124433,0.9622004062401138,0.17729849854124433,0.9628218540590336
578,578,edisonn578.xlsx,GMM,5000,40,29,2:40,gamma,0.3,1,500,0,578,578,0.9678784586119199,0.9678784586119199,0.9585060191322929,0.9544351050270804,0.1773885393194974,0.9585060191322929,0.1773885393194974,0.1773885393194974,0.9603509673314461,0.8662588624931126,0.1773885393194974,0.9570384317407051,0.1773885393194974,0.177388539319498
579,579,edisonn579.xlsx,GMM,5000,40,29,2:40,gamma,0.3,5,500,0,579,579,0.9756814030257576,0.9756814030257576,0.958148931209413,0.9540002323063411,0.17729849854124433,0.958148931209413,0.17729849854124433,0.17729849854124433,0.9601698979216373,0.8590634178953042,0.17729849854124433,0.9623205056132206,0.17729849854124433,0.9691502142260636
580,580,edisonn580.xlsx,GMM,5000,40,30,2:40,gamma,0.1,1,500,0,580,580,0.9706670341375772,0.9147137207609501,0.9627930901089761,0.9541906917520057,0.162997278137804,0.9714249157462262,0.162997278137804,0.162997278137804,0.9627930901089761,0.7855431633487084,0.162997278137804,0.9678591521987343,0.162997278137804,0.9788247052511992
581,581,edisonn581.xlsx,GMM,5000,40,30,2:40,gamma,0.1,5,500,0,581,581,0.9705284200732829,0.9082822515445418,0.9599640071226138,0.9515375243135625,0.16850867745033066,0.9699473576261569,0.16850867745033066,0.16850867745033066,0.9599640071226138,0.7739495485053621,0.16850867745033066,0.9658121792925562,0.16850867745033066,0.971316734442807
582,582,edisonn582.xlsx,GMM,5000,40,30,2:40,gamma,0.3,1,500,0,582,582,0.9722720714754326,0.935214434986798,0.961877595165774,0.9484760767035475,0.162997278137804,0.967840318699334,0.162997278137804,0.162997278137804,0.961877595165774,0.8001090385104627,0.162997278137804,0.9644671975477129,0.162997278137804,0.1629972781378047
583,583,edisonn583.xlsx,GMM,5000,40,30,2:40,gamma,0.3,5,500,0,583,583,0.9705590715916846,0.9052474141796053,0.9598822399888599,0.9514485041949972,0.16850867745033066,0.9699770420815516,0.16850867745033066,0.16850867745033066,0.9598822399888599,0.7706281170413322,0.16850867745033066,0.9658886836873489,0.16850867745033066,0.971316734442807
584,584,edisonn584.xlsx,GMM,5000,40,31,2:40,gamma,0.1,1,500,0,584,584,0.9787227967185061,0.9317675515488135,0.9621493911859634,0.9541418327353685,0.16248889627805907,0.9728061719195885,0.16248889627805907,0.16248889627805907,0.9621493911859634,0.7835179887353981,0.16248889627805907,0.9685306002424593,0.16248889627805907,0.1624888962780599
585,585,edisonn585.xlsx,GMM,5000,40,31,2:40,gamma,0.1,5,500,0,585,585,0.9790352942276961,0.9247139892751615,0.9631348466876052,0.9550433833904795,0.1610431269708539,0.9730802959287435,0.1610431269708539,0.1610431269708539,0.9631348466876052,0.781126677833315,0.1610431269708539,0.9689332728027954,0.1610431269708539,0.9792312321800558
586,586,edisonn586.xlsx,GMM,5000,40,31,2:40,gamma,0.3,1,500,0,586,586,0.9640895009936502,0.9289848641474501,0.96291106812013,0.954503866189734,0.16248889627805907,0.9649034555400071,0.16248889627805907,0.16248889627805907,0.96291106812013,0.7664088733996577,0.16248889627805907,0.9647954513028192,0.16248889627805907,0.1624888962780599
587,587,edisonn587.xlsx,GMM,5000,40,31,2:40,gamma,0.3,5,500,0,587,587,0.9790092649204221,0.9243181051261549,0.9634455674887515,0.9555196484875538,0.1610431269708539,0.9731081153700964,0.1610431269708539,0.1610431269708539,0.9634455674887515,0.781126677833315,0.1610431269708539,0.968997897970709,0.1610431269708539,0.9747861102720398
588,588,edisonn588.xlsx,GMM,5000,40,32,2:40,gamma,0.1,1,500,0,588,588,0.9647733763273536,0.9018941305170699,0.9621934648291541,0.9532042292207308,0.16538641666379664,0.9647380522951374,0.16538641666379664,0.16538641666379664,0.9621934648291541,0.7832160705844778,0.16538641666379664,0.9688158518818839,0.16538641666379664,0.1653864166637975
589,589,edisonn589.xlsx,GMM,5000,40,32,2:40,gamma,0.1,5,500,0,589,589,0.9736102900074994,0.9163666639753493,0.9623587153005649,0.9534903434512008,0.1641276339007672,0.9738655062239057,0.1641276339007672,0.1641276339007672,0.9623587153005649,0.7761144733471732,0.1641276339007672,0.9691838326891321,0.1641276339007672,0.9738804302952976
590,590,edisonn590.xlsx,GMM,5000,40,32,2:40,gamma,0.3,1,500,0,590,590,0.9676728314469143,0.9625306958294226,0.9606576021302885,0.9532244206501318,0.16538641666379664,0.9606576021302885,0.16538641666379664,0.16538641666379664,0.9606576021302885,0.8932354621714984,0.16538641666379664,0.9659077994483558,0.16538641666379664,0.1653864166637975
